488
10
16808200
392600
0 1 0 27 18  5 (D 0,1,1) (S 15,1,19) (S 22,1,17) (S 7,15,15) (D 0,1,1)
0 1 1 27 74  8 (D 0,1,1) (S 31,1,3) (S 4,12,12) (S 17,3,8) (S 3,6,6) (S 30,5,9) (S 26,8,9) (D 0,1,1)
0 1 2 27 55  8 (D 0,1,1) (S 28,1,27) (S 12,24,24) (S 11,23,23) (S 25,26,27) (S 13,25,25) (S 35,21,22) (D 0,1,1)
0 1 3 27 47  7 (D 0,1,1) (S 1,2,2) (S 32,13,15) (S 5,13,13) (S 23,15,20) (S 36,21,23) (D 0,1,1)
0 1 4 27 79  7 (D 0,1,1) (S 27,3,4) (S 37,6,8) (S 29,5,6) (S 40,4,5) (S 8,16,16) (D 0,1,1)
0 1 5 25 42  6 (D 0,1,1) (S 20,3,6) (S 19,6,10) (S 38,10,11) (S 34,4,6) (D 0,1,1)
0 1 6 26 59  7 (D 0,1,1) (S 21,23,24) (S 33,22,23) (S 39,22,25) (S 10,21,21) (S 18,14,16) (D 0,1,1)
0 1 7 20 52  5 (D 0,1,1) (S 24,6,9) (S 2,4,4) (S 14,7,11) (D 0,1,1)
0 1 8 27 34  4 (D 0,1,1) (S 6,14,14) (S 16,20,21) (D 0,1,1)
0 1 9 16 28  3 (D 0,1,1) (S 9,18,18) (D 0,1,1)
